"SAPCE1 Personal consumption expenditures (PCE) by major type of product 1/"
"(millions of current dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2020"
"01000","Alabama","22","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",4033.4
"01000","Alabama","23","      Gross output of nonprofit institutions",18199.8
"01000","Alabama","24","      Less: Receipts from sales of goods and services by nonprofit institutions",14166.4
"02000","Alaska","1","Personal consumption expenditures",35635.7
"02000","Alaska","2","  Goods",10478.0
"02000","Alaska","3","    Durable goods",4298.2
"02000","Alaska","4","      Motor vehicles and parts",1357.6
"02000","Alaska","5","      Furnishings and durable household equipment",942.3
"02000","Alaska","6","      Recreational goods and vehicles",1586.6
"02000","Alaska","7","      Other durable goods",411.7
"02000","Alaska","8","    Nondurable goods",6179.8
"02000","Alaska","9","      Food and beverages purchased for off-premises consumption",2955.2
"02000","Alaska","10","      Clothing and footwear",600.0
"02000","Alaska","11","      Gasoline and other energy goods",440.9
"02000","Alaska","12","      Other nondurable goods",2183.7
"02000","Alaska","13","  Services",25157.6
"02000","Alaska","14","    Household consumption expenditures (for services)",22994.8
"02000","Alaska","15","      Housing and utilities",6236.5
"02000","Alaska","16","      Health care",7664.7
"02000","Alaska","17","      Transportation services",1087.0
"02000","Alaska","18","      Recreation services",1235.8
"02000","Alaska","19","      Food services and accommodations",1955.6
"02000","Alaska","20","      Financial services and insurance",2506.6
"02000","Alaska","21","      Other services",2308.5
"02000","Alaska","22","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",2162.8
"02000","Alaska","23","      Gross output of nonprofit institutions",4769.3
"02000","Alaska","24","      Less: Receipts from sales of goods and services by nonprofit institutions",2606.5
"04000","Arizona","1","Personal consumption expenditures",287090.1
"04000","Arizona","2","  Goods",100085.5
"04000","Arizona","3","    Durable goods",37094.6
"04000","Arizona","4","      Motor vehicles and parts",13584.7
"04000","Arizona","5","      Furnishings and durable household equipment",8898.2
"04000","Arizona","6","      Recreational goods and vehicles",9579.7
"04000","Arizona","7","      Other durable goods",5032.0
"04000","Arizona","8","    Nondurable goods",62990.9
"04000","Arizona","9","      Food and beverages purchased for off-premises consumption",23479.5
"04000","Arizona","10","      Clothing and footwear",7400.4
"04000","Arizona","11","      Gasoline and other energy goods",5166.2
"04000","Arizona","12","      Other nondurable goods",26944.9
"04000","Arizona","13","  Services",187004.7
"04000","Arizona","14","    Household consumption expenditures (for services)",180966.9
"04000","Arizona","15","      Housing and utilities",56762.5
"04000","Arizona","16","      Health care",44879.4
"04000","Arizona","17","      Transportation services",8696.5
"04000","Arizona","18","      Recreation services",9795.0
"04000","Arizona","19","      Food services and accommodations",19638.8
"04000","Arizona","20","      Financial services and insurance",18859.9
"04000","Arizona","21","      Other services",22334.8
"04000","Arizona","22","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",6037.8
"04000","Arizona","23","      Gross output of nonprofit institutions",25940.9
"04000","Arizona","24","      Less: Receipts from sales of goods and services by nonprofit institutions",19903.1
"05000","Arkansas","1","Personal consumption expenditures",104488.8
"05000","Arkansas","2","  Goods",37176.5
"05000","Arkansas","3","    Durable goods",12313.5
"05000","Arkansas","4","      Motor vehicles and parts",4875.0
"05000","Arkansas","5","      Furnishings and durable household equipment",3251.6
"05000","Arkansas","6","      Recreational goods and vehicles",2911.9
"05000","Arkansas","7","      Other durable goods",1275.0
"05000","Arkansas","8","    Nondurable goods",24863.1
"05000","Arkansas","9","      Food and beverages purchased for off-premises consumption",8704.9
"05000","Arkansas","10","      Clothing and footwear",3100.9
"05000","Arkansas","11","      Gasoline and other energy goods",2912.6
"05000","Arkansas","12","      Other nondurable goods",10144.7
"05000","Arkansas","13","  Services",67312.3
"05000","Arkansas","14","    Household consumption expenditures (for services)",64125.3
"05000","Arkansas","15","      Housing and utilities",17414.2
"05000","Arkansas","16","      Health care",18770.7
"05000","Arkansas","17","      Transportation services",2095.8
"05000","Arkansas","18","      Recreation services",2241.3
"05000","Arkansas","19","      Food services and accommodations",5828.5
"05000","Arkansas","20","      Financial services and insurance",10811.4
"05000","Arkansas","21","      Other services",6963.4
"05000","Arkansas","22","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",3187.1
"05000","Arkansas","23","      Gross output of nonprofit institutions",11701.9
"05000","Arkansas","24","      Less: Receipts from sales of goods and services by nonprofit institutions",8514.9
"06000","California","1","Personal consumption expenditures",1835980.6
"06000","California","2","  Goods",545975.5
"06000","California","3","    Durable goods",186947.6
"06000","California","4","      Motor vehicles and parts",50738.3
"06000","California","5","      Furnishings and durable household equipment",45607.1
"06000","California","6","      Recreational goods and vehicles",62288.4
"06000","California","7","      Other durable goods",28313.8
"06000","California","8","    Nondurable goods",359027.9
"06000","California","9","      Food and beverages purchased for off-premises consumption",142904.5
"06000","California","10","      Clothing and footwear",53774.4
"06000","California","11","      Gasoline and other energy goods",27099.8
"06000","California","12","      Other nondurable goods",135249.2
"06000","California","13","  Services",1290005.1
"06000","California","14","    Household consumption expenditures (for services)",1218823.5
"06000","California","15","      Housing and utilities",375660.0
"06000","California","16","      Health care",300684.7
"06000","California","17","      Transportation services",57343.8
"06000","California","18","      Recreation services",60464.5
"06000","California","19","      Food services and accommodations",118073.8
"06000","California","20","      Financial services and insurance",153129.1
"06000","California","21","      Other services",153467.6
"06000","California","22","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",71181.6
"06000","California","23","      Gross output of nonprofit institutions",231757.5
"06000","California","24","      Less: Receipts from sales of goods and services by nonprofit institutions",160575.9
"08000","Colorado","1","Personal consumption expenditures",270883.0
"08000","Colorado","2","  Goods",91276.6
"08000","Colorado","3","    Durable goods",34621.7
"08000","Colorado","4","      Motor vehicles and parts",10305.4
"08000","Colorado","5","      Furnishings and durable household equipment",8416.1
"08000","Colorado","6","      Recreational goods and vehicles",11892.6
"08000","Colorado","7","      Other durable goods",4007.6
"08000","Colorado","8","    Nondurable goods",56654.9
"08000","Colorado","9","      Food and beverages purchased for off-premises consumption",23112.1
"08000","Colorado","10","      Clothing and footwear",6777.9
"08000","Colorado","11","      Gasoline and other energy goods",4364.2
"08000","Colorado","12","      Other nondurable goods",22400.7
"08000","Colorado","13","  Services",179606.4
"08000","Colorado","14","    Household consumption expenditures (for services)",172285.0
"08000","Colorado","15","      Housing and utilities",57578.2
"08000","Colorado","16","      Health care",38002.6
"08000","Colorado","17","      Transportation services",8610.9
"08000","Colorado","18","      Recreation services",10166.6
"08000","Colorado","19","      Food services and accommodations",17705.0
"08000","Colorado","20","      Financial services and insurance",19455.6
"08000","Colorado","21","      Other services",20766.1
"08000","Colorado","22","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",7321.3
"08000","Colorado","23","      Gross output of nonprofit institutions",26915.7
"08000","Colorado","24","      Less: Receipts from sales of goods and services by nonprofit institutions",19594.3
"09000","Connecticut","1","Personal consumption expenditures",179405.9
"09000","Connecticut","2","  Goods",54532.7
"09000","Connecticut","3","    Durable goods",18630.8
"09000","Connecticut","4","      Motor vehicles and parts",5483.7
"09000","Connecticut","5","      Furnishings and durable household equipment",4850.6
"09000","Connecticut","6","      Recreational goods and vehicles",5633.0
"09000","Connecticut","7","      Other durable goods",2663.5
"09000","Connecticut","8","    Nondurable goods",35901.9
"09000","Connecticut","9","      Food and beverages purchased for off-premises consumption",13411.4
"09000","Connecticut","10","      Clothing and footwear",4048.8
"09000","Connecticut","11","      Gasoline and other energy goods",2216.7
"09000","Connecticut","12","      Other nondurable goods",16225.0
"09000","Connecticut","13","  Services",124873.3
"09000","Connecticut","14","    Household consumption expenditures (for services)",115568.8
"09000","Connecticut","15","      Housing and utilities",32473.6
"09000","Connecticut","16","      Health care",27674.5
"09000","Connecticut","17","      Transportation services",4476.9
"09000","Connecticut","18","      Recreation services",5460.0
"09000","Connecticut","19","      Food services and accommodations",8449.2
"09000","Connecticut","20","      Financial services and insurance",20204.5
"09000","Connecticut","21","      Other services",16830.0
"09000","Connecticut","22","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",9304.5
"09000","Connecticut","23","      Gross output of nonprofit institutions",27800.7
"09000","Connecticut","24","      Less: Receipts from sales of goods and services by nonprofit institutions",18496.2
"10000","Delaware","1","Personal consumption expenditures",44834.5
"10000","Delaware","2","  Goods",14480.4
"10000","Delaware","3","    Durable goods",5386.5
"10000","Delaware","4","      Motor vehicles and parts",1955.6
"10000","Delaware","5","      Furnishings and durable household equipment",1232.3
"10000","Delaware","6","      Recreational goods and vehicles",1443.1
"10000","Delaware","7","      Other durable goods",755.5
"10000","Delaware","8","    Nondurable goods",9093.9
"10000","Delaware","9","      Food and beverages purchased for off-premises consumption",3502.3
"10000","Delaware","10","      Clothing and footwear",1106.7
"10000","Delaware","11","      Gasoline and other energy goods",861.9
"10000","Delaware","12","      Other nondurable goods",3622.9
"10000","Delaware","13","  Services",30354.1
"10000","Delaware","14","    Household consumption expenditures (for services)",28856.4
"10000","Delaware","15","      Housing and utilities",8749.1
"10000","Delaware","16","      Health care",8048.6
"10000","Delaware","17","      Transportation services",848.7
"10000","Delaware","18","      Recreation services",1174.0
"10000","Delaware","19","      Food services and accommodations",2519.9
"10000","Delaware","20","      Financial services and insurance",3506.9
"10000","Delaware","21","      Other services",4009.2
"10000","Delaware","22","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",1497.7
"10000","Delaware","23","      Gross output of nonprofit institutions",4792.3
"10000","Delaware","24","      Less: Receipts from sales of goods and services by nonprofit institutions",3294.6
"11000","District of Columbia","1","Personal consumption expenditures",46453.6
"11000","District of Columbia","2","  Goods",13668.9
"11000","District of Columbia","3","    Durable goods",4536.5
"11000","District of Columbia","4","      Motor vehicles and parts",1227.4
"11000","District of Columbia","5","      Furnishings and durable household equipment",1024.2
"11000","District of Columbia","6","      Recreational goods and vehicles",1595.0
"11000","District of Columbia","7","      Other durable goods",689.8
"11000","District of Columbia","8","    Nondurable goods",9132.5
"11000","District of Columbia","9","      Food and beverages purchased for off-premises consumption",4059.9
"11000","District of Columbia","10","      Clothing and footwear",1337.6
"11000","District of Columbia","11","      Gasoline and other energy goods",572.1
"11000","District of Columbia","12","      Other nondurable goods",3162.8
"11000","District of Columbia","13","  Services",32784.7
"11000","District of Columbia","14","    Household consumption expenditures (for services)",30945.0
"11000","District of Columbia","15","      Housing and utilities",8094.2
"11000","District of Columbia","16","      Health care",7338.6
"11000","District of Columbia","17","      Transportation services",1669.9
"11000","District of Columbia","18","      Recreation services",937.6
"11000","District of Columbia","19","      Food services and accommodations",2340.8
"11000","District of Columbia","20","      Financial services and insurance",3372.5
"11000","District of Columbia","21","      Other services",7191.5
"11000","District of Columbia","22","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",1839.7
"11000","District of Columbia","23","      Gross output of nonprofit institutions",5455.4
"11000","District of Columbia","24","      Less: Receipts from sales of goods and services by nonprofit institutions",3615.8
"12000","Florida","1","Personal consumption expenditures",947905.9
"12000","Florida","2","  Goods",317068.6
"12000","Florida","3","    Durable goods",122658.7
"12000","Florida","4","      Motor vehicles and parts",36731.3
"12000","Florida","5","      Furnishings and durable household equipment",31656.7
"12000","Florida","6","      Recreational goods and vehicles",38455.4
"12000","Florida","7","      Other durable goods",15815.3
"12000","Florida","8","    Nondurable goods",194409.9
"12000","Florida","9","      Food and beverages purchased for off-premises consumption",80265.9
"12000","Florida","10","      Clothing and footwear",20212.9
"12000","Florida","11","      Gasoline and other energy goods",12613.5
"12000","Florida","12","      Other nondurable goods",81317.6
"12000","Florida","13","  Services",630837.3
"12000","Florida","14","    Household consumption expenditures (for services)",623838.3
"12000","Florida","15","      Housing and utilities",201132.9
"12000","Florida","16","      Health care",145069.5
"12000","Florida","17","      Transportation services",22555.3
"12000","Florida","18","      Recreation services",28422.0
"12000","Florida","19","      Food services and accommodations",60011.2
"12000","Florida","20","      Financial services and insurance",99342.2
"12000","Florida","21","      Other services",67305.1
"12000","Florida","22","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",6999.0
"12000","Florida","23","      Gross output of nonprofit institutions",59676.2
"12000","Florida","24","      Less: Receipts from sales of goods and services by nonprofit institutions",52677.2
"13000","Georgia","1","Personal consumption expenditures",408752.8
"13000","Georgia","2","  Goods",148190.5
"13000","Georgia","3","    Durable goods",50199.2
"13000","Georgia","4","      Motor vehicles and parts",18632.1
"13000","Georgia","5","      Furnishings and durable household equipment",12085.6
"13000","Georgia","6","      Recreational goods and vehicles",13178.3
"13000","Georgia","7","      Other durable goods",6303.3
"13000","Georgia","8","    Nondurable goods",97991.3
"13000","Georgia","9","      Food and beverages purchased for off-premises consumption",37301.3
"13000","Georgia","10","      Clothing and footwear",11342.0
"13000","Georgia","11","      Gasoline and other energy goods",8371.6
"13000","Georgia","12","      Other nondurable goods",40976.4
"13000","Georgia","13","  Services",260562.3
"13000","Georgia","14","    Household consumption expenditures (for services)",253839.2
"13000","Georgia","15","      Housing and utilities",77008.2
"13000","Georgia","16","      Health care",63295.5
"13000","Georgia","17","      Transportation services",12535.3
"13000","Georgia","18","      Recreation services",13286.3
"13000","Georgia","19","      Food services and accommodations",25210.7
"13000","Georgia","20","      Financial services and insurance",30811.1
"13000","Georgia","21","      Other services",31692.2
"13000","Georgia","22","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",6723.1
"13000","Georgia","23","      Gross output of nonprofit institutions",39135.9
"13000","Georgia","24","      Less: Receipts from sales of goods and services by nonprofit institutions",32412.8
"15000","Hawaii","1","Personal consumption expenditures",63427.5
"15000","Hawaii","2","  Goods",19708.9
"15000","Hawaii","3","    Durable goods",5570.7
"15000","Hawaii","4","      Motor vehicles and parts",1993.4
"15000","Hawaii","5","      Furnishings and durable household equipment",1627.0
"15000","Hawaii","6","      Recreational goods and vehicles",1105.5
"15000","Hawaii","7","      Other durable goods",844.9
"15000","Hawaii","8","    Nondurable goods",14138.2
"15000","Hawaii","9","      Food and beverages purchased for off-premises consumption",6410.4
"15000","Hawaii","10","      Clothing and footwear",1541.5
"15000","Hawaii","11","      Gasoline and other energy goods",619.3
"15000","Hawaii","12","      Other nondurable goods",5567.0
"15000","Hawaii","13","  Services",43718.6
"15000","Hawaii","14","    Household consumption expenditures (for services)",40256.6
"15000","Hawaii","15","      Housing and utilities",14639.3
"15000","Hawaii","16","      Health care",9851.8
"15000","Hawaii","17","      Transportation services",1323.2
"15000","Hawaii","18","      Recreation services",1617.2
"15000","Hawaii","19","      Food services and accommodations",3368.1
"15000","Hawaii","20","      Financial services and insurance",4807.7
"15000","Hawaii","21","      Other services",4649.4
"15000","Hawaii","22","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",3462.0
"15000","Hawaii","23","      Gross output of nonprofit institutions",8803.1
"15000","Hawaii","24","      Less: Receipts from sales of goods and services by nonprofit institutions",5341.1
"16000","Idaho","1","Personal consumption expenditures",64780.6
"16000","Idaho","2","  Goods",23333.8
"16000","Idaho","3","    Durable goods",9389.1
"16000","Idaho","4","      Motor vehicles and parts",3181.4
"16000","Idaho","5","      Furnishings and durable household equipment",2020.6
"16000","Idaho","6","      Recreational goods and vehicles",3246.3
"16000","Idaho","7","      Other durable goods",940.8
"16000","Idaho","8","    Nondurable goods",13944.7
"16000","Idaho","9","      Food and beverages purchased for off-premises consumption",5923.8
"16000","Idaho","10","      Clothing and footwear",1523.8
"16000","Idaho","11","      Gasoline and other energy goods",1719.4
"16000","Idaho","12","      Other nondurable goods",4777.8
"16000","Idaho","13","  Services",41446.8
"16000","Idaho","14","    Household consumption expenditures (for services)",40307.5
"16000","Idaho","15","      Housing and utilities",12623.9
"16000","Idaho","16","      Health care",11269.4
"16000","Idaho","17","      Transportation services",1702.1
"16000","Idaho","18","      Recreation services",1478.1
"16000","Idaho","19","      Food services and accommodations",3911.6
"16000","Idaho","20","      Financial services and insurance",5372.6
"16000","Idaho","21","      Other services",3949.8
"16000","Idaho","22","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",1139.3
"16000","Idaho","23","      Gross output of nonprofit institutions",6435.2
"16000","Idaho","24","      Less: Receipts from sales of goods and services by nonprofit institutions",5296.0
"17000","Illinois","1","Personal consumption expenditures",553611.6
"17000","Illinois","2","  Goods",178371.7
"17000","Illinois","3","    Durable goods",62018.0
"17000","Illinois","4","      Motor vehicles and parts",18619.2
"17000","Illinois","5","      Furnishings and durable household equipment",14626.5
"17000","Illinois","6","      Recreational goods and vehicles",20082.3
"17000","Illinois","7","      Other durable goods",8690.1
"17000","Illinois","8","    Nondurable goods",116353.6
"17000","Illinois","9","      Food and beverages purchased for off-premises consumption",41251.5
"17000","Illinois","10","      Clothing and footwear",15330.6
"17000","Illinois","11","      Gasoline and other energy goods",8289.3
"17000","Illinois","12","      Other nondurable goods",51482.2
"17000","Illinois","13","  Services",375239.9
"17000","Illinois","14","    Household consumption expenditures (for services)",343847.0
"17000","Illinois","15","      Housing and utilities",97622.4
"17000","Illinois","16","      Health care",86508.7
"17000","Illinois","17","      Transportation services",17226.9
"17000","Illinois","18","      Recreation services",16378.5
"17000","Illinois","19","      Food services and accommodations",29558.1
"17000","Illinois","20","      Financial services and insurance",48154.2
"17000","Illinois","21","      Other services",48398.2
"17000","Illinois","22","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",31392.9
"17000","Illinois","23","      Gross output of nonprofit institutions",82808.4
"17000","Illinois","24","      Less: Receipts from sales of goods and services by nonprofit institutions",51415.6
"18000","Indiana","1","Personal consumption expenditures",257343.1
"18000","Indiana","2","  Goods",91098.9
"18000","Indiana","3","    Durable goods",30888.4
"18000","Indiana","4","      Motor vehicles and parts",11680.7
"18000","Indiana","5","      Furnishings and durable household equipment",7223.4
"18000","Indiana","6","      Recreational goods and vehicles",8209.4
"18000","Indiana","7","      Other durable goods",3774.9
"18000","Indiana","8","    Nondurable goods",60210.6
"18000","Indiana","9","      Food and beverages purchased for off-premises consumption",22175.9
"18000","Indiana","10","      Clothing and footwear",6538.5
"18000","Indiana","11","      Gasoline and other energy goods",6109.2
"18000","Indiana","12","      Other nondurable goods",25386.9
"18000","Indiana","13","  Services",166244.2
"18000","Indiana","14","    Household consumption expenditures (for services)",155914.7
"18000","Indiana","15","      Housing and utilities",45177.9
"18000","Indiana","16","      Health care",50715.0
"18000","Indiana","17","      Transportation services",6107.0
"18000","Indiana","18","      Recreation services",5334.9
"18000","Indiana","19","      Food services and accommodations",14552.5
"18000","Indiana","20","      Financial services and insurance",17908.7
"18000","Indiana","21","      Other services",16118.6
"18000","Indiana","22","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",10329.5
"18000","Indiana","23","      Gross output of nonprofit institutions",30186.6
"18000","Indiana","24","      Less: Receipts from sales of goods and services by nonprofit institutions",19857.1
"19000","Iowa","1","Personal consumption expenditures",118904.6
"19000","Iowa","2","  Goods",43029.9
"19000","Iowa","3","    Durable goods",15726.7
"19000","Iowa","4","      Motor vehicles and parts",7073.9
"19000","Iowa","5","      Furnishings and durable household equipment",3168.8
"19000","Iowa","6","      Recreational goods and vehicles",3970.4
"19000","Iowa","7","      Other durable goods",1513.6
"19000","Iowa","8","    Nondurable goods",27303.1
"19000","Iowa","9","      Food and beverages purchased for off-premises consumption",9902.7
"19000","Iowa","10","      Clothing and footwear",2780.1
"19000","Iowa","11","      Gasoline and other energy goods",3503.5
"19000","Iowa","12","      Other nondurable goods",11116.8
"19000","Iowa","13","  Services",75874.7
"19000","Iowa","14","    Household consumption expenditures (for services)",70402.4
"19000","Iowa","15","      Housing and utilities",21831.3
"19000","Iowa","16","      Health care",19348.2
"19000","Iowa","17","      Transportation services",2995.0
"19000","Iowa","18","      Recreation services",2714.7
"19000","Iowa","19","      Food services and accommodations",6086.2
"19000","Iowa","20","      Financial services and insurance",8846.6
"19000","Iowa","21","      Other services",8580.4
"19000","Iowa","22","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",5472.3
"19000","Iowa","23","      Gross output of nonprofit institutions",13943.5
"19000","Iowa","24","      Less: Receipts from sales of goods and services by nonprofit institutions",8471.2
"20000","Kansas","1","Personal consumption expenditures",113185.3
"20000","Kansas","2","  Goods",37822.0
"20000","Kansas","3","    Durable goods",12469.7
"20000","Kansas","4","      Motor vehicles and parts",5231.2
"20000","Kansas","5","      Furnishings and durable household equipment",3213.6
"20000","Kansas","6","      Recreational goods and vehicles",2488.2
"20000","Kansas","7","      Other durable goods",1536.7
"20000","Kansas","8","    Nondurable goods",25352.3
"20000","Kansas","9","      Food and beverages purchased for off-premises consumption",10698.5
"20000","Kansas","10","      Clothing and footwear",2592.9
"20000","Kansas","11","      Gasoline and other energy goods",2148.9
"20000","Kansas","12","      Other nondurable goods",9912.0
"20000","Kansas","13","  Services",75363.3
"20000","Kansas","14","    Household consumption expenditures (for services)",71425.5
"20000","Kansas","15","      Housing and utilities",19877.8
"20000","Kansas","16","      Health care",19542.8
"20000","Kansas","17","      Transportation services",2714.3
"20000","Kansas","18","      Recreation services",2985.0
"20000","Kansas","19","      Food services and accommodations",5972.7
"20000","Kansas","20","      Financial services and insurance",10219.1
"20000","Kansas","21","      Other services",10113.7
"20000","Kansas","22","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",3937.8
"20000","Kansas","23","      Gross output of nonprofit institutions",13279.9
"20000","Kansas","24","      Less: Receipts from sales of goods and services by nonprofit institutions",9342.1
"21000","Kentucky","1","Personal consumption expenditures",163749.9
"21000","Kentucky","2","  Goods",60177.5
"21000","Kentucky","3","    Durable goods",18266.0
"21000","Kentucky","4","      Motor vehicles and parts",7160.7
"21000","Kentucky","5","      Furnishings and durable household equipment",4442.5
"21000","Kentucky","6","      Recreational goods and vehicles",4360.7
"21000","Kentucky","7","      Other durable goods",2302.1
"21000","Kentucky","8","    Nondurable goods",41911.5
"21000","Kentucky","9","      Food and beverages purchased for off-premises consumption",16030.9
"21000","Kentucky","10","      Clothing and footwear",3840.7
"21000","Kentucky","11","      Gasoline and other energy goods",3802.8
"21000","Kentucky","12","      Other nondurable goods",18237.1
"21000","Kentucky","13","  Services",103572.4
"21000","Kentucky","14","    Household consumption expenditures (for services)",97403.5
"21000","Kentucky","15","      Housing and utilities",27926.6
"21000","Kentucky","16","      Health care",29373.4
"21000","Kentucky","17","      Transportation services",3187.8
"21000","Kentucky","18","      Recreation services",4191.4
"21000","Kentucky","19","      Food services and accommodations",9124.2
"21000","Kentucky","20","      Financial services and insurance",12774.7
"21000","Kentucky","21","      Other services",10825.4
"21000","Kentucky","22","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",6168.9
"21000","Kentucky","23","      Gross output of nonprofit institutions",18188.0
"21000","Kentucky","24","      Less: Receipts from sales of goods and services by nonprofit institutions",12019.1
"22000","Louisiana","1","Personal consumption expenditures",173521.0
"22000","Louisiana","2","  Goods",61376.2
"22000","Louisiana","3","    Durable goods",20221.3
"22000","Louisiana","4","      Motor vehicles and parts",8938.1
"22000","Louisiana","5","      Furnishings and durable household equipment",5198.4
"22000","Louisiana","6","      Recreational goods and vehicles",3968.1
"22000","Louisiana","7","      Other durable goods",2116.7
"22000","Louisiana","8","    Nondurable goods",41154.9
"22000","Louisiana","9","      Food and beverages purchased for off-premises consumption",15056.7
"22000","Louisiana","10","      Clothing and footwear",4611.1
"22000","Louisiana","11","      Gasoline and other energy goods",3767.0
"22000","Louisiana","12","      Other nondurable goods",17720.1
"22000","Louisiana","13","  Services",112144.8
"22000","Louisiana","14","    Household consumption expenditures (for services)",107743.0
"22000","Louisiana","15","      Housing and utilities",30840.5
"22000","Louisiana","16","      Health care",31317.1
"22000","Louisiana","17","      Transportation services",3422.2
"22000","Louisiana","18","      Recreation services",4153.3
"22000","Louisiana","19","      Food services and accommodations",10886.6
"22000","Louisiana","20","      Financial services and insurance",15146.2
"22000","Louisiana","21","      Other services",11977.0
"22000","Louisiana","22","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",4401.8
"22000","Louisiana","23","      Gross output of nonprofit institutions",15007.5
"22000","Louisiana","24","      Less: Receipts from sales of goods and services by nonprofit institutions",10605.7
"23000","Maine","1","Personal consumption expenditures",61123.8
"23000","Maine","2","  Goods",21163.3
"23000","Maine","3","    Durable goods",6750.7
"23000","Maine","4","      Motor vehicles and parts",2662.7
"23000","Maine","5","      Furnishings and durable household equipment",1715.6
"23000","Maine","6","      Recreational goods and vehicles",1658.3
"23000","Maine","7","      Other durable goods",714.2
"23000","Maine","8","    Nondurable goods",14412.6
"23000","Maine","9","      Food and beverages purchased for off-premises consumption",5857.3
"23000","Maine","10","      Clothing and footwear",1178.5
"23000","Maine","11","      Gasoline and other energy goods",1528.9
"23000","Maine","12","      Other nondurable goods",5847.9
"23000","Maine","13","  Services",39960.4
"23000","Maine","14","    Household consumption expenditures (for services)",36563.5
"23000","Maine","15","      Housing and utilities",11526.6
"23000","Maine","16","      Health care",10599.8
"23000","Maine","17","      Transportation services",1382.9
"23000","Maine","18","      Recreation services",1846.5
"23000","Maine","19","      Food services and accommodations",3377.2
"23000","Maine","20","      Financial services and insurance",3717.6
"23000","Maine","21","      Other services",4112.9
"23000","Maine","22","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",3397.0
"23000","Maine","23","      Gross output of nonprofit institutions",7683.0
"23000","Maine","24","      Less: Receipts from sales of goods and services by nonprofit institutions",4286.0
"24000","Maryland","1","Personal consumption expenditures",268456.8
