Bedrooms,Bathrooms,Size,Type,Price,City,State,perSqFt,Region
4.0,2.0,1674.0,House,310000.0,Phoenix,AZ,185.1851851851852,West
2.0,2.0,1352.0,Townhouse,389900.0,Scottsdale,AZ,288.38757396449705,West
3.0,2.0,2616.0,House,310000.0,Yuma,AZ,118.50152905198777,West
2.0,2.0,1492.0,Townhouse,389900.0,Mesa,AZ,261.3270777479893,West
3.0,2.0,1552.0,House,272000.0,Yuma,AZ,175.2577319587629,West
3.0,2.0,1350.0,House,324995.0,Phoenix,AZ,240.73703703703703,West
3.0,3.0,1843.0,Townhouse,270000.0,Mesa,AZ,146.5002712967987,West
2.0,2.0,1106.0,House,250000.0,Mesa,AZ,226.03978300180833,West
3.0,2.0,1233.0,House,270000.0,Phoenix,AZ,218.97810218978103,West
3.0,2.0,1535.0,House,270000.0,Phoenix,AZ,175.89576547231272,West
2.0,2.0,1391.0,Condo,237500.0,Tucson,AZ,170.74047447879224,West
4.0,3.0,2494.0,House,389900.0,Avondale,AZ,156.33520449077787,West
2.0,2.0,1877.0,House,324900.0,Mesa,AZ,173.09536494405967,West
3.0,3.0,1656.0,Townhouse,389900.0,Phoenix,AZ,235.44685990338164,West
4.0,3.0,2667.0,House,310000.0,Yuma,AZ,116.23547056617923,West
2.0,2.0,1200.0,Apartment,324900.0,Scottsdale,AZ,270.75,West
2.0,2.0,1791.0,House,389900.0,Sun Lakes,AZ,217.69960915689558,West
2.0,2.0,1677.0,House,389900.0,Sun Lakes,AZ,232.4985092426953,West
3.0,2.0,1571.0,Townhouse,310000.0,Tucson,AZ,197.32654360280077,West
3.0,2.0,1535.0,House,310000.0,Laveen,AZ,201.9543973941368,West
4.0,2.0,1882.0,House,270000.0,Yuma,AZ,143.4643995749203,West
5.0,4.0,5367.0,House,1348000.0,Phoenix,AZ,251.16452394261225,West
3.0,2.0,1273.0,House,215000.0,Yuma,AZ,168.89238020424196,West
3.0,2.0,1568.0,House,269900.0,Tucson,AZ,172.13010204081633,West
2.0,1.0,964.0,House,269900.0,Tucson,AZ,279.9792531120332,West
3.0,2.0,1753.0,House,310000.0,Tucson,AZ,176.83970336565886,West
4.0,3.0,2450.0,House,393900.0,Tucson,AZ,160.77551020408163,West
4.0,2.0,2083.0,House,269900.0,Yuma,AZ,129.57273163706193,West
4.0,2.0,1981.0,House,392500.0,Mesa,AZ,198.13225643614336,West
5.0,3.0,3898.0,House,1345000.0,Scottsdale,AZ,345.04874294510006,West
3.0,2.0,2198.0,House,269900.0,Yuma,AZ,122.79344858962693,West
2.0,3.0,1564.0,Townhouse,394900.0,Scottsdale,AZ,252.49360613810742,West
2.0,2.0,1545.0,House,394900.0,Sun Lakes,AZ,255.59870550161813,West
3.0,3.0,3469.0,House,1330000.0,Scottsdale,AZ,383.39579129432116,West
2.0,3.0,1498.0,Townhouse,238900.0,Phoenix,AZ,159.479305740988,West
2.0,2.0,1111.0,Apartment,265000.0,Mesa,AZ,238.5238523852385,West
5.0,3.0,2687.0,House,392000.0,Yuma,AZ,145.88760699665053,West
3.0,3.0,1748.0,House,390000.0,Phoenix,AZ,223.1121281464531,West
3.0,3.0,1813.0,House,390000.0,Phoenix,AZ,215.1130722559294,West
3.0,2.0,1668.0,House,310000.0,Tolleson,AZ,185.85131894484414,West
3.0,2.0,1416.0,House,250000.0,Tucson,AZ,176.5536723163842,West
3.0,2.0,1566.0,House,310000.0,Phoenix,AZ,197.9565772669221,West
4.0,2.0,2605.0,House,390500.0,Yuma,AZ,149.90403071017275,West
5.0,2.0,1560.0,House,269995.0,Phoenix,AZ,173.07371794871796,West
2.0,2.0,1456.0,Townhouse,269900.0,Tucson,AZ,185.37087912087912,West
3.0,3.0,1967.0,House,390000.0,Glendale,AZ,198.27147941026945,West
2.0,2.0,1316.0,Townhouse,322900.0,Scottsdale,AZ,245.3647416413374,West
4.0,2.0,1601.0,House,305000.0,Tucson,AZ,190.5059337913804,West
5.0,6.0,7114.0,House,1349000.0,Tucson,AZ,189.62608940118076,West
2.0,2.0,1567.0,Townhouse,310000.0,Tucson,AZ,197.83024888321634,West
3.0,2.0,1202.0,House,239900.0,Tucson,AZ,199.58402662229616,West
2.0,2.0,1017.0,Apartment,250000.0,Phoenix,AZ,245.82104228121926,West
3.0,2.0,1522.0,House,399000.0,Phoenix,AZ,262.1550591327201,West
3.0,3.0,1902.0,House,320000.0,Phoenix,AZ,168.24395373291273,West
4.0,2.0,1650.0,Multifamily,400000.0,Phoenix,AZ,242.42424242424244,West
4.0,2.0,1799.0,House,255000.0,Yuma,AZ,141.74541411895498,West
4.0,2.0,1915.0,House,255000.0,Yuma,AZ,133.15926892950392,West
2.0,2.0,921.0,Townhouse,210000.0,Mesa,AZ,228.01302931596092,West
3.0,3.0,1940.0,House,400000.0,Gilbert,AZ,206.18556701030928,West
3.0,3.0,3443.0,Apartment,1250000.0,Scottsdale,AZ,363.05547487656116,West
5.0,3.0,1739.0,House,260000.0,Phoenix,AZ,149.51121334100057,West
4.0,2.0,1897.0,House,400000.0,Phoenix,AZ,210.85925144965736,West
5.0,6.0,4612.0,House,1250000.0,Gilbert,AZ,271.0320901994796,West
3.0,3.0,1696.0,Townhouse,400000.0,Phoenix,AZ,235.8490566037736,West
2.0,2.0,1013.0,Apartment,259999.0,Phoenix,AZ,256.6623889437315,West
3.0,2.0,1218.0,Townhouse,259959.0,Tempe,AZ,213.43103448275863,West
3.0,2.0,1638.0,House,259900.0,Phoenix,AZ,158.66910866910868,West
2.0,2.0,1178.0,House,210000.0,Tucson,AZ,178.26825127334465,West
2.0,2.0,1205.0,Apartment,255000.0,Phoenix,AZ,211.61825726141078,West
4.0,2.0,1554.0,House,260000.0,Tucson,AZ,167.31016731016732,West
4.0,2.0,1549.0,House,318000.0,Phoenix,AZ,205.2937378954164,West
4.0,2.0,1922.0,House,399950.0,Phoenix,AZ,208.09053069719042,West
3.0,2.0,1866.0,House,315000.0,Avondale,AZ,168.81028938906752,West
3.0,2.0,1431.0,House,260000.0,Tucson,AZ,181.6911250873515,West
2.0,2.0,900.0,House,260000.0,Phoenix,AZ,288.8888888888889,West
3.0,2.0,1643.0,House,260000.0,Yuma,AZ,158.24710894704808,West
2.0,2.0,1566.0,Apartment,315000.0,Phoenix,AZ,201.1494252873563,West
4.0,3.0,1902.0,House,318000.0,Surprise,AZ,167.19242902208202,West
2.0,3.0,1548.0,Townhouse,399999.0,Scottsdale,AZ,258.39728682170545,West
4.0,2.0,1710.0,House,255000.0,Phoenix,AZ,149.12280701754386,West
2.0,2.0,1200.0,Condo,82500.0,Yuma,AZ,68.75,West
4.0,5.0,4004.0,House,1255000.0,Scottsdale,AZ,313.43656343656346,West
7.0,6.0,5362.0,House,1250000.0,Gilbert,AZ,233.12196941439763,West
2.0,1.0,818.0,Condo,210000.0,Tucson,AZ,256.7237163814181,West
4.0,3.0,2111.0,House,400000.0,Tucson,AZ,189.48365703458077,West
3.0,2.0,1546.0,House,260000.0,Mesa,AZ,168.1759379042691,West
2.0,2.0,1107.0,Apartment,260000.0,Mesa,AZ,234.86901535682023,West
2.0,2.0,1044.0,Townhouse,259900.0,Phoenix,AZ,248.9463601532567,West
3.0,3.0,2279.0,House,315000.0,Yuma,AZ,138.2185168933743,West
2.0,2.0,1184.0,House,315000.0,Surprise,AZ,266.0472972972973,West
2.0,3.0,1326.0,Townhouse,210000.0,Phoenix,AZ,158.3710407239819,West
4.0,2.0,1778.0,House,258000.0,Tucson,AZ,145.10686164229472,West
4.0,2.0,1842.0,House,405000.0,Mesa,AZ,219.86970684039088,West
2.0,2.0,1635.0,Townhouse,315950.0,Tucson,AZ,193.2415902140673,West
2.0,2.0,1248.0,House,210000.0,Sun Lakes,AZ,168.26923076923077,West
2.0,2.0,1147.0,Townhouse,315000.0,Phoenix,AZ,274.6294681778553,West
3.0,2.0,1116.0,House,259000.0,Phoenix,AZ,232.078853046595,West
4.0,3.0,2133.0,House,259000.0,Yuma,AZ,121.42522269104548,West
5.0,3.0,2507.0,House,405000.0,Tucson,AZ,161.54766653370564,West
2.0,2.0,1475.0,House,315000.0,Mesa,AZ,213.5593220338983,West
4.0,2.0,2447.0,House,405000.0,Tucson,AZ,165.5087862689007,West
3.0,2.0,1260.0,House,259000.0,Yuma,AZ,205.55555555555554,West
5.0,4.0,5553.0,House,1249950.0,Tucson,AZ,225.0945434900054,West
4.0,2.0,1609.0,House,258000.0,Tucson,AZ,160.3480422622747,West
2.0,2.0,1219.0,House,259900.0,Yuma,AZ,213.20754716981133,West
3.0,4.0,4409.0,House,1250000.0,Phoenix,AZ,283.5110002268088,West
3.0,4.0,3629.0,Townhouse,1250000.0,Scottsdale,AZ,344.4475062000551,West
3.0,1.0,962.0,House,259900.0,Phoenix,AZ,270.1663201663202,West
2.0,2.0,1252.0,Apartment,259900.0,Mesa,AZ,207.58785942492014,West
10.0,5.0,7635.0,House,1250000.0,Mesa,AZ,163.71971185330713,West
4.0,5.0,4728.0,House,1250000.0,Phoenix,AZ,264.3824027072758,West
9.0,6.0,3184.0,Multifamily,210000.0,Tucson,AZ,65.95477386934674,West
4.0,3.0,1572.0,House,400000.0,Tempe,AZ,254.4529262086514,West
4.0,3.0,1661.0,House,400000.0,Chandler,AZ,240.81878386514148,West
3.0,2.0,1136.0,Townhouse,259900.0,Chandler,AZ,228.78521126760563,West
2.0,3.0,1656.0,Townhouse,400000.0,Scottsdale,AZ,241.54589371980677,West
3.0,2.0,1811.0,House,257000.0,Yuma,AZ,141.91054665930426,West
4.0,2.0,2160.0,House,315000.0,Yuma,AZ,145.83333333333334,West
3.0,1.0,1266.0,House,257500.0,Phoenix,AZ,203.39652448657188,West
3.0,2.0,2208.0,House,402000.0,Laveen,AZ,182.06521739130434,West
5.0,3.0,3603.0,House,1250000.0,Phoenix,AZ,346.9331112961421,West
3.0,2.0,1500.0,House,210000.0,Yuma,AZ,140.0,West
3.0,2.0,1210.0,House,210000.0,Tucson,AZ,173.55371900826447,West
4.0,2.0,1842.0,House,399900.0,Mesa,AZ,217.10097719869708,West
3.0,2.0,2390.0,House,399000.0,Yuma,AZ,166.94560669456067,West
3.0,2.0,1759.0,House,315000.0,Phoenix,AZ,179.07902217168845,West
2.0,2.0,850.0,Townhouse,239900.0,Mesa,AZ,282.2352941176471,West
3.0,2.0,1206.0,House,319900.0,Mesa,AZ,265.257048092869,West
2.0,2.0,1121.0,Apartment,399000.0,Phoenix,AZ,355.93220338983053,West
2.0,2.0,1095.0,Apartment,399500.0,Scottsdale,AZ,364.8401826484018,West
3.0,4.0,3696.0,House,1295000.0,Scottsdale,AZ,350.3787878787879,West
4.0,3.0,2316.0,House,399500.0,Yuma,AZ,172.4956822107081,West
4.0,3.0,2297.0,House,319900.0,Yuma,AZ,139.2686112320418,West
4.0,2.0,2024.0,House,319500.0,Yuma,AZ,157.85573122529644,West
3.0,2.0,1580.0,House,399900.0,Mesa,AZ,253.1012658227848,West
3.0,2.0,1296.0,Condo,265000.0,Tucson,AZ,204.47530864197532,West
3.0,2.0,1678.0,House,265000.0,Phoenix,AZ,157.92610250297975,West
2.0,2.0,1655.0,House,399900.0,Gilbert,AZ,241.63141993957703,West
3.0,2.0,1368.0,House,239000.0,Yuma,AZ,174.70760233918128,West
3.0,2.0,1710.0,House,254900.0,Yuma,AZ,149.06432748538012,West
3.0,2.0,1578.0,House,265000.0,Tucson,AZ,167.9340937896071,West
4.0,3.0,2910.0,House,315000.0,Tucson,AZ,108.24742268041237,West
3.0,2.0,1453.0,House,214900.0,Tucson,AZ,147.9008947006194,West
3.0,2.0,1677.0,House,254900.0,Yuma,AZ,151.99761478831246,West
4.0,2.0,2004.0,House,315000.0,Yuma,AZ,157.18562874251498,West
4.0,2.0,1616.0,House,265000.0,Tucson,AZ,163.9851485148515,West
2.0,2.0,1348.0,House,315000.0,Sun Lakes,AZ,233.67952522255192,West
3.0,3.0,1360.0,Townhouse,265000.0,Phoenix,AZ,194.85294117647058,West
4.0,2.0,2423.0,House,399000.0,Laveen,AZ,164.67189434585225,West
4.0,3.0,2283.0,House,399000.0,Phoenix,AZ,174.7700394218134,West
3.0,2.0,1317.0,House,265000.0,Tucson,AZ,201.21488230827637,West
2.0,1.0,955.0,House,214412.0,Yuma,AZ,224.5151832460733,West
2.0,2.0,982.0,Apartment,239000.0,Phoenix,AZ,243.38085539714868,West
5.0,3.0,3273.0,House,399000.0,Yuma,AZ,121.90650779101742,West
3.0,2.0,1600.0,House,239000.0,Tucson,AZ,149.375,West
2.0,3.0,1499.0,Townhouse,399900.0,Paradise Valley,AZ,266.7778519012675,West
3.0,3.0,1892.0,House,399900.0,Phoenix,AZ,211.36363636363637,West
2.0,2.0,1403.0,Condo,265000.0,Tucson,AZ,188.88096935138987,West
3.0,2.0,1670.0,House,399900.0,Tucson,AZ,239.46107784431138,West
4.0,4.0,2814.0,House,399900.0,Yuma,AZ,142.11087420042645,West
4.0,2.0,1972.0,House,399900.0,Gilbert,AZ,202.78904665314403,West
3.0,2.0,1706.0,House,399900.0,Mesa,AZ,234.40797186400937,West
4.0,2.0,1500.0,House,264000.0,Tucson,AZ,176.0,West
4.0,2.0,2089.0,House,315000.0,Yuma,AZ,150.7898516036381,West
2.0,2.0,1020.0,Apartment,264000.0,Scottsdale,AZ,258.8235294117647,West
5.0,3.0,2449.0,House,319000.0,Phoenix,AZ,130.25724785626787,West
5.0,3.0,2057.0,House,315000.0,Tucson,AZ,153.13563441905688,West
3.0,2.0,2000.0,House,399900.0,Tucson,AZ,199.95,West
3.0,2.0,2196.0,House,262000.0,Yuma,AZ,119.30783242258651,West
2.0,2.0,1192.0,Apartment,315000.0,Scottsdale,AZ,264.26174496644296,West
4.0,3.0,2721.0,House,399900.0,Yuma,AZ,146.96802646086,West
4.0,2.0,1932.0,House,239900.0,Yuma,AZ,124.17184265010351,West
4.0,2.0,2548.0,House,399900.0,Mesa,AZ,156.94662480376766,West
3.0,2.0,1532.0,House,315000.0,Mesa,AZ,205.6135770234987,West
4.0,2.0,1758.0,House,399900.0,Mesa,AZ,227.47440273037543,West
3.0,3.0,1912.0,Condo,399900.0,Tucson,AZ,209.15271966527197,West
4.0,2.0,2248.0,House,399000.0,Yuma,AZ,177.49110320284697,West
3.0,2.0,1900.0,House,210033.0,Yuma,AZ,110.54368421052632,West
2.0,2.0,960.0,Apartment,255000.0,Scottsdale,AZ,265.625,West
3.0,2.0,1283.0,House,399900.0,Gilbert,AZ,311.69134840218237,West
3.0,2.0,1305.0,House,399900.0,Phoenix,AZ,306.4367816091954,West
3.0,2.0,1713.0,House,239500.0,Yuma,AZ,139.81319322825453,West
4.0,2.0,1708.0,House,255000.0,Yuma,AZ,149.29742388758783,West
2.0,2.0,1148.0,House,212000.0,Yuma,AZ,184.66898954703834,West
3.0,1.0,442.0,House,80000.0,Avondale,AZ,180.99547511312218,West
4.0,3.0,1535.0,House,255000.0,Tucson,AZ,166.12377850162866,West
3.0,2.0,1669.0,House,319000.0,Avondale,AZ,191.13241461953265,West
2.0,2.0,1114.0,Apartment,399900.0,Scottsdale,AZ,358.9766606822262,West
4.0,2.0,2143.0,House,399900.0,Surprise,AZ,186.6075594960336,West
3.0,2.0,1571.0,Townhouse,211000.0,Tucson,AZ,134.3093570973902,West
3.0,2.0,1495.0,House,255000.0,Tucson,AZ,170.5685618729097,West
3.0,2.0,1262.0,House,211000.0,Tucson,AZ,167.19492868462757,West
3.0,2.0,1386.0,House,399900.0,Chandler,AZ,288.5281385281385,West
4.0,3.0,2097.0,House,264900.0,Yuma,AZ,126.32331902718168,West
4.0,3.0,3005.0,House,1280000.0,Scottsdale,AZ,425.9567387687188,West
3.0,2.0,1465.0,House,255000.0,Tucson,AZ,174.06143344709898,West
3.0,3.0,2111.0,House,390000.0,Pima County,AZ,184.74656560871625,West
3.0,2.0,1497.0,House,385000.0,Tucson,AZ,257.1810287241149,West
2.0,2.0,1116.0,Apartment,325000.0,Scottsdale,AZ,291.21863799283153,West
4.0,3.0,1540.0,House,384900.0,Mesa,AZ,249.93506493506493,West
2.0,2.0,1054.0,Apartment,275000.0,Paradise Valley,AZ,260.91081593927896,West
3.0,2.0,1858.0,Apartment,385000.0,Phoenix,AZ,207.21205597416576,West
3.0,3.0,1612.0,House,308000.0,Avondale,AZ,191.06699751861044,West
2.0,2.0,1409.0,Condo,240000.0,Tucson,AZ,170.33356990773598,West
2.0,2.0,1184.0,Apartment,325000.0,Gilbert,AZ,274.4932432432432,West
4.0,2.0,1887.0,House,325000.0,Tucson,AZ,172.23105458399576,West
2.0,2.0,1297.0,Townhouse,309000.0,Mesa,AZ,238.2420971472629,West
3.0,2.0,1480.0,House,385000.0,Tucson,AZ,260.13513513513516,West
2.0,2.0,1873.0,House,385000.0,Tucson,AZ,205.55258942872396,West
3.0,2.0,1425.0,House,240000.0,Tucson,AZ,168.42105263157896,West
4.0,3.0,1780.0,House,384900.0,Tucson,AZ,216.23595505617976,West
4.0,2.0,1606.0,House,307500.0,Yuma,AZ,191.4694894146949,West
3.0,2.0,1236.0,House,275000.0,Mesa,AZ,222.49190938511327,West
3.0,2.0,1562.0,House,235000.0,Yuma,AZ,150.44814340588988,West
3.0,2.0,2217.0,House,235000.0,Yuma,AZ,105.99909788001804,West
3.0,2.0,1401.0,House,382000.0,Gilbert,AZ,272.6623840114204,West
4.0,3.0,1748.0,House,383000.0,Chandler,AZ,219.10755148741418,West
4.0,2.0,1344.0,House,278500.0,Phoenix,AZ,207.2172619047619,West
3.0,2.0,1276.0,Condo,278000.0,Tucson,AZ,217.86833855799372,West
3.0,2.0,1935.0,House,277500.0,Yuma,AZ,143.4108527131783,West
3.0,2.0,1676.0,House,240000.0,Yuma,AZ,143.1980906921241,West
3.0,2.0,1221.0,House,275000.0,Phoenix,AZ,225.22522522522522,West
4.0,2.0,1606.0,House,307500.0,Yuma,AZ,191.4694894146949,West
3.0,2.0,1240.0,House,275000.0,Phoenix,AZ,221.7741935483871,West
3.0,2.0,1218.0,House,235000.0,Yuma,AZ,192.9392446633826,West
3.0,2.0,2000.0,House,385000.0,Mesa,AZ,192.5,West
3.0,2.0,1410.0,House,309000.0,Mesa,AZ,219.14893617021278,West
4.0,3.0,3440.0,House,1395000.0,Scottsdale,AZ,405.5232558139535,West
2.0,2.0,1024.0,Apartment,219000.0,Mesa,AZ,213.8671875,West
3.0,2.0,1172.0,House,385000.0,Tucson,AZ,328.49829351535834,West
2.0,2.0,1038.0,Apartment,250000.0,Phoenix,AZ,240.84778420038535,West
2.0,2.0,1086.0,Condo,219000.0,Tucson,AZ,201.65745856353593,West
2.0,2.0,940.0,Apartment,219000.0,Phoenix,AZ,232.9787234042553,West
2.0,2.0,1465.0,House,385000.0,Phoenix,AZ,262.7986348122867,West
4.0,3.0,2380.0,House,385000.0,Phoenix,AZ,161.76470588235293,West
2.0,2.0,1082.0,Apartment,250000.0,Phoenix,AZ,231.0536044362292,West
3.0,2.0,1892.0,House,325000.0,Surprise,AZ,171.77589852008455,West
3.0,2.0,2256.0,House,325000.0,Yuma,AZ,144.06028368794327,West
3.0,2.0,1623.0,House,385900.0,Chandler,AZ,237.76956253850892,West
3.0,2.0,1064.0,House,386000.0,Phoenix,AZ,362.78195488721803,West
4.0,3.0,2733.0,House,385000.0,Laveen,AZ,140.87083790706183,West
2.0,1.0,1281.0,House,325000.0,Phoenix,AZ,253.70804059328648,West
2.0,1.0,800.0,Condo,27500.0,Tucson,AZ,34.375,West
2.0,2.0,1536.0,Condo,219000.0,Yuma,AZ,142.578125,West
3.0,2.0,1658.0,House,385000.0,Tucson,AZ,232.2074788902292,West
4.0,3.0,2424.0,House,385000.0,Tolleson,AZ,158.82838283828383,West
2.0,1.0,1232.0,House,235000.0,Mesa,AZ,190.74675324675326,West
4.0,2.0,1512.0,House,219000.0,Yuma,AZ,144.84126984126985,West
3.0,2.0,1667.0,House,385000.0,Phoenix,AZ,230.95380923815236,West
3.0,2.0,1977.0,House,385000.0,Glendale,AZ,194.7395042994436,West
3.0,2.0,1648.0,House,385000.0,Gilbert,AZ,233.61650485436894,West
3.0,3.0,2104.0,Condo,325000.0,Yuma,AZ,154.46768060836501,West
3.0,2.0,1650.0,House,240000.0,Phoenix,AZ,145.45454545454547,West
4.0,3.0,1380.0,House,250000.0,Phoenix,AZ,181.15942028985506,West
4.0,2.0,2004.0,House,381000.0,Yuma,AZ,190.11976047904193,West
4.0,2.0,2019.0,House,279000.0,Yuma,AZ,138.18722139673105,West
3.0,2.0,1287.0,House,307000.0,Phoenix,AZ,238.53923853923854,West
3.0,2.0,1408.0,House,305000.0,Phoenix,AZ,216.6193181818182,West
3.0,2.0,1418.0,House,379900.0,Tucson,AZ,267.91255289139633,West
6.0,2.0,2234.0,House,379900.0,Tucson,AZ,170.05371530886302,West
3.0,1.0,1092.0,House,305000.0,Chandler,AZ,279.3040293040293,West
3.0,2.0,1204.0,House,219900.0,Tucson,AZ,182.64119601328903,West
3.0,2.0,1560.0,House,325000.0,Avondale,AZ,208.33333333333334,West
4.0,2.0,1727.0,House,279777.0,Yuma,AZ,162.0017371163868,West
2.0,2.0,1763.0,House,379900.0,Chandler,AZ,215.4849688031764,West
3.0,2.0,1214.0,House,379900.0,Chandler,AZ,312.9324546952224,West
3.0,2.0,1469.0,House,379900.0,Phoenix,AZ,258.6113002042206,West
3.0,3.0,1578.0,Townhouse,219900.0,Tucson,AZ,139.35361216730038,West
3.0,2.0,1511.0,House,219900.0,Yuma,AZ,145.5327597617472,West
3.0,2.0,1357.0,House,325000.0,Gilbert,AZ,239.49889462048637,West
4.0,2.0,1476.0,House,235000.0,Tucson,AZ,159.21409214092142,West
3.0,3.0,1650.0,House,379000.0,Phoenix,AZ,229.6969696969697,West
3.0,2.0,2120.0,House,235000.0,Tucson,AZ,110.84905660377359,West
5.0,4.0,4255.0,House,1450000.0,Gilbert,AZ,340.77555816686254,West
2.0,3.0,1084.0,House,279900.0,Yuma,AZ,258.21033210332104,West
3.0,3.0,1876.0,House,325000.0,Mesa,AZ,173.2409381663113,West
3.0,2.0,1344.0,House,325000.0,Phoenix,AZ,241.8154761904762,West
5.0,6.0,5641.0,House,1450000.0,Phoenix,AZ,257.0466229391952,West
3.0,3.0,1677.0,House,325000.0,Tucson,AZ,193.7984496124031,West
3.0,2.0,2889.0,House,379500.0,Yuma,AZ,131.36033229491173,West
3.0,2.0,1574.0,House,379800.0,Chandler,AZ,241.29606099110546,West
3.0,3.0,1775.0,Townhouse,250000.0,Phoenix,AZ,140.8450704225352,West
5.0,3.0,2061.0,House,305000.0,Yuma,AZ,147.98641436196021,West
3.0,2.0,1302.0,House,325000.0,Mesa,AZ,249.61597542242703,West
3.0,3.0,1267.0,House,325000.0,Mesa,AZ,256.5114443567482,West
5.0,4.0,1840.0,House,325000.0,Phoenix,AZ,176.6304347826087,West
3.0,1.0,1071.0,House,279000.0,Phoenix,AZ,260.5042016806723,West
4.0,5.0,3411.0,House,1400000.0,Scottsdale,AZ,410.43682204632074,West
4.0,2.0,2209.0,House,380000.0,Tucson,AZ,172.02354006337708,West
3.0,3.0,2349.0,House,380000.0,Yuma,AZ,161.77096636866753,West
2.0,2.0,1311.0,Townhouse,307000.0,Mesa,AZ,234.1723874904653,West
2.0,1.0,888.0,House,240000.0,Mesa,AZ,270.27027027027026,West
3.0,2.0,1276.0,House,307000.0,Mesa,AZ,240.59561128526647,West
4.0,4.0,3535.0,House,1399800.0,Scottsdale,AZ,395.983026874116,West
2.0,2.0,1496.0,Townhouse,279000.0,Phoenix,AZ,186.49732620320856,West
4.0,1.0,1174.0,House,279000.0,Phoenix,AZ,237.64906303236796,West
2.0,1.0,991.0,House,250000.0,Tucson,AZ,252.27043390514632,West
3.0,2.0,1530.0,House,250000.0,Yuma,AZ,163.3986928104575,West
2.0,2.0,972.0,Apartment,325000.0,Scottsdale,AZ,334.36213991769546,West
4.0,2.0,1945.0,House,380000.0,Mesa,AZ,195.3727506426735,West
4.0,4.0,5060.0,House,1419900.0,Chandler,AZ,280.6126482213439,West
5.0,6.0,4842.0,House,1415000.0,Scottsdale,AZ,292.2346137959521,West
3.0,2.0,1602.0,House,380000.0,Mesa,AZ,237.20349563046193,West
3.0,3.0,2178.0,House,380000.0,Yuma,AZ,174.47199265381084,West
4.0,3.0,2223.0,House,325000.0,Yuma,AZ,146.19883040935673,West
6.0,6.0,6188.0,House,1400000.0,Tucson,AZ,226.2443438914027,West
2.0,2.0,969.0,House,305900.0,Chandler,AZ,315.6862745098039,West
2.0,2.0,1076.0,Condo,235000.0,Tucson,AZ,218.40148698884758,West
4.0,2.0,1969.0,House,279000.0,Yuma,AZ,141.69629253428135,West
5.0,5.0,5470.0,House,1400000.0,Mesa,AZ,255.94149908592323,West
4.0,2.0,1560.0,House,325000.0,Mesa,AZ,208.33333333333334,West
3.0,2.0,1558.0,House,380000.0,Phoenix,AZ,243.90243902439025,West
3.0,2.0,1512.0,House,279000.0,Phoenix,AZ,184.52380952380952,West
3.0,3.0,1430.0,Townhouse,250000.0,Mesa,AZ,174.82517482517483,West
3.0,2.0,1288.0,House,245000.0,Yuma,AZ,190.2173913043478,West
3.0,2.0,1603.0,House,217000.0,Yuma,AZ,135.3711790393013,West
4.0,3.0,2790.0,House,310000.0,Pima County,AZ,111.11111111111111,West
3.0,3.0,1486.0,House,325000.0,Phoenix,AZ,218.7079407806191,West
2.0,2.0,1734.0,House,309900.0,Mesa,AZ,178.719723183391,West
2.0,2.0,1310.0,House,389000.0,Tucson,AZ,296.9465648854962,West
4.0,2.0,1425.0,House,217500.0,Yuma,AZ,152.6315789473684,West
3.0,2.0,1778.0,House,325000.0,Phoenix,AZ,182.7896512935883,West
2.0,2.0,1132.0,House,389900.0,Yuma,AZ,344.434628975265,West
3.0,2.0,1354.0,House,325000.0,Sun Lakes,AZ,240.02954209748893,West
3.0,1.0,1350.0,House,310000.0,Phoenix,AZ,229.62962962962962,West
3.0,3.0,3336.0,House,1375000.0,Scottsdale,AZ,412.17026378896884,West
3.0,2.0,1467.0,House,274500.0,Yuma,AZ,187.11656441717793,West
4.0,2.0,1618.0,House,275000.0,Tucson,AZ,169.96291718170582,West
3.0,4.0,2773.0,House,389000.0,Phoenix,AZ,140.28128380815002,West
4.0,2.0,1830.0,House,240000.0,Yuma,AZ,131.14754098360655,West
3.0,2.0,1288.0,House,325000.0,Tempe,AZ,252.32919254658384,West
4.0,3.0,2354.0,House,389000.0,Yuma,AZ,165.25063721325404,West
3.0,2.0,1556.0,House,389000.0,Glendale,AZ,250.0,West
3.0,2.0,1108.0,House,250000.0,Phoenix,AZ,225.6317689530686,West
3.0,2.0,1668.0,House,275000.0,Surprise,AZ,164.86810551558753,West
4.0,2.0,1727.0,House,275000.0,Tucson,AZ,159.23566878980893,West
3.0,2.0,1259.0,Apartment,389000.0,Scottsdale,AZ,308.9753772835584,West
5.0,4.0,4000.0,House,1375000.0,Tucson,AZ,343.75,West
3.0,2.0,2208.0,House,389000.0,Laveen,AZ,176.17753623188406,West
3.0,2.0,1632.0,House,250000.0,Phoenix,AZ,153.18627450980392,West
3.0,2.0,1704.0,Townhouse,310000.0,Tucson,AZ,181.92488262910797,West
3.0,2.0,2141.0,House,309997.0,Tucson,AZ,144.7907519850537,West
4.0,3.0,2492.0,House,275000.0,Yuma,AZ,110.35313001605137,West
5.0,5.0,4757.0,House,1395000.0,Tucson,AZ,293.25204961109944,West
3.0,2.0,1673.0,House,272900.0,Yuma,AZ,163.12014345487148,West
4.0,2.0,1606.0,House,274900.0,Yuma,AZ,171.1706102117061,West
2.0,3.0,1498.0,Townhouse,217500.0,Phoenix,AZ,145.1935914552737,West
4.0,2.0,2008.0,House,389000.0,Mesa,AZ,193.72509960159363,West
